,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Time,Latitude,Longitude,Attenuation,Preamp 1,Preamp 2,DNC Preamp,Carrier No/Index,Center Frequency (MHz),Technology (5G NR LTE FDD LTE TDD),Bandwidth,SSB SCS,SSB Center Frequency (MHZ),L,Cyclic Prefix,No,PCI,Group,Sector,SSB Index,DM-RS,PBCH,S-SS RSRP / RSRP (dBm),S-SS RSRQ / RSRQ (dB),P-SS SNR / P-SS SNR (dB),S-SS SINR / RS SINR (dB),P-SS RSRP / P-SS RSRP (dBm),S-SS RSSI / S-SS RSSI (dBm),/ S-SS RSRP (dBm),/ S-SS Ec/Io (dB),Time Error (us),PBCH DM-RS RSRP (dBm) /,PBCH DM-RS EVM (%) /,VIAVI Solutions;ONA-800;WMTK0002920146;2.210.0003r<Mode>; NSA Signal Analyzer / NSA Route Map
11249,11249,11249,11249,"Friday, June 16, 2023",04:51:35.662 PM CEST,48.1212142,-1.6392815,0,Off,Off,Off,1|1905,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,3,3,--,-87.67,-10.47,29.85,6.70,-87.59,-66.63,--,--,1146.22,-88.31,68.07,
11250,11250,11250,11250,"Friday, June 16, 2023",04:51:35.662 PM CEST,48.1212142,-1.6392815,0,Off,Off,Off,1|1905,3530.01,5G NR,80,30.0,3529.92,8,--,2,81,27,0,1,1,--,-92.51,-13.71,27.42,5.77,-92.45,-71.47,--,--,859.39,-89.24,98.30,
11251,11251,11251,11251,"Friday, June 16, 2023",04:51:35.662 PM CEST,48.1212142,-1.6392815,0,Off,Off,Off,1|1905,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,2,2,--,-94.68,-14.32,26.25,4.00,-94.41,-73.64,--,--,932.16,-91.06,211.60,
11252,11252,11252,11252,"Friday, June 16, 2023",04:51:35.662 PM CEST,48.1212142,-1.6392815,0,Off,Off,Off,1|1905,3530.01,5G NR,80,30.0,3529.92,8,--,4,81,27,0,2,2,--,-95.08,-14.03,26.41,3.23,-94.85,-74.04,--,--,1145.33,-91.44,222.60,
11253,11253,11253,11253,"Friday, June 16, 2023",04:51:35.662 PM CEST,48.1212142,-1.6392815,0,Off,Off,Off,1|1905,3530.01,5G NR,80,30.0,3529.92,8,--,5,81,27,0,3,3,--,-99.02,-16.42,25.93,4.40,-98.47,-77.99,--,--,1359.39,-93.57,106.37,
11254,11254,11254,11254,"Friday, June 16, 2023",04:51:36.663 PM CEST,48.121196,-1.6393237,0,Off,Off,Off,1|1906,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,0,0,--,-75.83,-10.36,25.13,17.00,-75.82,-54.79,--,--,645.64,-75.95,13.00,
11255,11255,11255,11255,"Friday, June 16, 2023",04:51:36.663 PM CEST,48.121196,-1.6393237,0,Off,Off,Off,1|1906,3530.01,5G NR,80,30.0,3529.92,8,--,1,81,27,0,1,1,--,-84.12,-11.04,16.30,11.12,-84.15,-63.09,--,--,859.70,-83.71,24.64,
11256,11256,11256,11256,"Friday, June 16, 2023",04:51:36.663 PM CEST,48.121196,-1.6393237,0,Off,Off,Off,1|1906,3530.01,5G NR,80,30.0,3529.92,8,--,2,81,27,0,3,3,--,-88.56,-12.21,14.70,4.74,-88.69,-67.52,--,--,1359.70,-87.05,101.68,
11257,11257,11257,11257,"Friday, June 16, 2023",04:51:36.663 PM CEST,48.121196,-1.6393237,0,Off,Off,Off,1|1906,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,3,3,--,-89.76,-13.20,14.15,3.97,-89.70,-68.72,--,--,1146.65,-86.35,117.57,
11258,11258,11258,11258,"Friday, June 16, 2023",04:51:36.663 PM CEST,48.121196,-1.6393237,0,Off,Off,Off,1|1906,3530.01,5G NR,80,30.0,3529.92,8,--,4,81,27,0,2,2,--,-92.92,-12.40,9.34,4.81,-93.35,-71.89,--,--,1145.64,-91.26,88.31,
11259,11259,11259,11259,"Friday, June 16, 2023",04:51:36.663 PM CEST,48.121196,-1.6393237,0,Off,Off,Off,1|1906,3530.01,5G NR,80,30.0,3529.92,8,--,5,82,27,1,2,2,--,-97.60,-17.80,10.39,5.74,-98.04,-76.56,--,--,932.58,-90.33,132.64,
11260,11260,11260,11260,"Friday, June 16, 2023",04:51:37.663 PM CEST,48.1211747,-1.6393625,0,On,Off,Off,1|1907,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,0,0,--,-71.88,-10.47,29.00,17.20,-71.86,-50.84,--,--,645.95,-71.87,10.68,
11261,11261,11261,11261,"Friday, June 16, 2023",04:51:37.663 PM CEST,48.1211747,-1.6393625,0,On,Off,Off,1|1907,3530.01,5G NR,80,30.0,3529.92,8,--,1,81,27,0,1,1,--,-80.02,-11.10,20.74,14.58,-79.98,-58.98,--,--,860.01,-79.34,15.87,
11262,11262,11262,11262,"Friday, June 16, 2023",04:51:37.663 PM CEST,48.1211747,-1.6393625,0,On,Off,Off,1|1907,3530.01,5G NR,80,30.0,3529.92,8,--,2,81,27,0,3,3,--,-84.44,-11.06,16.57,10.47,-84.38,-63.41,--,--,1360.01,-83.76,56.22,
11263,11263,11263,11263,"Friday, June 16, 2023",04:51:37.663 PM CEST,48.1211747,-1.6393625,0,On,Off,Off,1|1907,3530.01,5G NR,80,30.0,3529.92,8,--,3,81,27,0,2,2,--,-90.92,-11.29,10.78,7.75,-90.92,-69.88,--,--,1145.95,-90.07,53.22,
11264,11264,11264,11264,"Friday, June 16, 2023",04:51:38.663 PM CEST,48.1211313,-1.639463,0,On,Off,Off,1|1908,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,0,0,--,-74.73,-11.09,41.67,14.72,-74.66,-53.70,--,--,646.13,-73.99,12.77,
11265,11265,11265,11265,"Friday, June 16, 2023",04:51:38.663 PM CEST,48.1211313,-1.639463,0,On,Off,Off,1|1908,3530.01,5G NR,80,30.0,3529.92,8,--,1,81,27,0,1,1,--,-81.07,-10.64,36.92,14.73,-81.00,-60.03,--,--,860.19,-81.01,12.65,
11266,11266,11266,11266,"Friday, June 16, 2023",04:51:38.663 PM CEST,48.1211313,-1.639463,0,On,Off,Off,1|1908,3530.01,5G NR,80,30.0,3529.92,8,--,2,81,27,0,3,3,--,-86.78,-13.38,32.91,6.16,-86.71,-65.75,--,--,1360.19,-83.62,386.13,
11267,11267,11267,11267,"Friday, June 16, 2023",04:51:38.663 PM CEST,48.1211313,-1.639463,0,On,Off,Off,1|1908,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,3,3,--,-87.56,-14.15,30.56,6.17,-87.60,-66.52,--,--,1146.96,-83.91,377.31,
11268,11268,11268,11268,"Friday, June 16, 2023",04:51:38.663 PM CEST,48.1211313,-1.639463,0,On,Off,Off,1|1908,3530.01,5G NR,80,30.0,3529.92,8,--,4,81,27,0,2,2,--,-93.66,-13.37,26.63,5.51,-93.79,-72.62,--,--,1146.13,-91.27,139.43,
11269,11269,11269,11269,"Friday, June 16, 2023",04:51:38.663 PM CEST,48.1211313,-1.639463,0,On,Off,Off,1|1908,3530.01,5G NR,80,30.0,3529.92,8,--,5,82,27,1,2,2,--,-95.03,-14.74,26.40,5.55,-95.21,-74.00,--,--,932.90,-90.71,149.72,
11270,11270,11270,11270,"Friday, June 16, 2023",04:51:39.661 PM CEST,48.1211063,-1.6395108,0,On,Off,Off,1|1909,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,0,0,--,-74.94,-10.68,41.19,17.09,-74.89,-53.90,--,--,646.44,-74.77,9.60,
11271,11271,11271,11271,"Friday, June 16, 2023",04:51:39.661 PM CEST,48.1211063,-1.6395108,0,On,Off,Off,1|1909,3530.01,5G NR,80,30.0,3529.92,8,--,1,81,27,0,1,1,--,-81.50,-10.74,35.69,13.36,-81.56,-60.47,--,--,860.50,-81.23,11.79,
11272,11272,11272,11272,"Friday, June 16, 2023",04:51:39.661 PM CEST,48.1211063,-1.6395108,0,On,Off,Off,1|1909,3530.01,5G NR,80,30.0,3529.92,8,--,2,81,27,0,3,3,--,-86.94,-10.95,31.27,7.42,-87.16,-65.90,--,--,1360.50,-86.60,63.85,
11273,11273,11273,11273,"Friday, June 16, 2023",04:51:39.661 PM CEST,48.1211063,-1.6395108,0,On,Off,Off,1|1909,3530.01,5G NR,80,30.0,3529.92,8,--,3,81,27,0,2,2,--,-92.00,-11.79,27.04,7.12,-91.99,-70.97,--,--,1146.44,-90.48,35.97,
11274,11274,11274,11274,"Friday, June 16, 2023",04:51:39.661 PM CEST,48.1211063,-1.6395108,0,On,Off,Off,1|1909,3530.01,5G NR,80,30.0,3529.92,8,--,4,82,27,1,3,3,--,-93.31,-15.62,28.35,4.64,-93.29,-72.27,--,--,1147.25,-88.27,102.33,
11275,11275,11275,11275,"Friday, June 16, 2023",04:51:39.661 PM CEST,48.1211063,-1.6395108,0,On,Off,Off,1|1909,3530.01,5G NR,80,30.0,3529.92,8,--,5,82,27,1,2,2,--,-103.11,-17.58,21.53,2.75,-102.59,-82.08,--,--,933.19,-95.93,301.08,
11276,11276,11276,11276,"Friday, June 16, 2023",04:51:40.665 PM CEST,48.1210843,-1.6395493,0,On,Off,Off,1|1910,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,0,0,--,-74.94,-10.68,41.19,17.09,-74.89,-53.90,--,--,646.44,-74.77,9.60,
11277,11277,11277,11277,"Friday, June 16, 2023",04:51:40.665 PM CEST,48.1210843,-1.6395493,0,On,Off,Off,1|1910,3530.01,5G NR,80,30.0,3529.92,8,--,1,81,27,0,1,1,--,-81.50,-10.74,35.69,13.36,-81.56,-60.47,--,--,860.50,-81.23,11.79,
11278,11278,11278,11278,"Friday, June 16, 2023",04:51:40.665 PM CEST,48.1210843,-1.6395493,0,On,Off,Off,1|1910,3530.01,5G NR,80,30.0,3529.92,8,--,2,81,27,0,3,3,--,-86.94,-10.95,31.27,7.42,-87.16,-65.90,--,--,1360.50,-86.60,63.85,
11279,11279,11279,11279,"Friday, June 16, 2023",04:51:40.665 PM CEST,48.1210843,-1.6395493,0,On,Off,Off,1|1910,3530.01,5G NR,80,30.0,3529.92,8,--,3,81,27,0,2,2,--,-92.00,-11.79,27.04,7.12,-91.99,-70.97,--,--,1146.44,-90.48,35.97,
11280,11280,11280,11280,"Friday, June 16, 2023",04:51:40.665 PM CEST,48.1210843,-1.6395493,0,On,Off,Off,1|1910,3530.01,5G NR,80,30.0,3529.92,8,--,4,82,27,1,3,3,--,-93.31,-15.62,28.35,4.64,-93.29,-72.27,--,--,1147.25,-88.27,102.33,
11281,11281,11281,11281,"Friday, June 16, 2023",04:51:40.665 PM CEST,48.1210843,-1.6395493,0,On,Off,Off,1|1910,3530.01,5G NR,80,30.0,3529.92,8,--,5,82,27,1,2,2,--,-103.11,-17.58,21.53,2.75,-102.59,-82.08,--,--,933.19,-95.93,301.08,
11282,11282,11282,11282,"Friday, June 16, 2023",04:51:41.666 PM CEST,48.1210678,-1.6395955,0,Off,Off,Off,1|1911,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,0,0,--,-74.53,-10.79,26.02,16.19,-74.51,-53.49,--,--,647.09,-74.19,10.78,
11283,11283,11283,11283,"Friday, June 16, 2023",04:51:41.666 PM CEST,48.1210678,-1.6395955,0,Off,Off,Off,1|1911,3530.01,5G NR,80,30.0,3529.92,8,--,1,81,27,0,1,1,--,-81.23,-10.75,20.11,14.30,-81.18,-60.19,--,--,861.15,-80.91,17.27,
11284,11284,11284,11284,"Friday, June 16, 2023",04:51:41.666 PM CEST,48.1210678,-1.6395955,0,Off,Off,Off,1|1911,3530.01,5G NR,80,30.0,3529.92,8,--,2,81,27,0,3,3,--,-85.91,-11.66,14.58,7.66,-85.81,-64.88,--,--,1361.15,-84.78,57.05,
11285,11285,11285,11285,"Friday, June 16, 2023",04:51:41.666 PM CEST,48.1210678,-1.6395955,0,Off,Off,Off,1|1911,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,3,3,--,-90.23,-13.25,12.92,3.61,-90.39,-69.19,--,--,1147.89,-87.39,182.79,
11286,11286,11286,11286,"Friday, June 16, 2023",04:51:41.666 PM CEST,48.1210678,-1.6395955,0,Off,Off,Off,1|1911,3530.01,5G NR,80,30.0,3529.92,8,--,4,81,27,0,2,2,--,-94.97,-12.61,7.79,7.71,-94.94,-73.93,--,--,1147.09,-92.77,106.88,
11287,11287,11287,11287,"Friday, June 16, 2023",04:51:41.666 PM CEST,48.1210678,-1.6395955,0,Off,Off,Off,1|1911,3530.01,5G NR,80,30.0,3529.92,8,--,5,82,27,1,2,2,--,-95.79,-13.29,6.91,4.69,-96.43,-74.76,--,--,933.83,-93.43,155.52,
11288,11288,11288,11288,"Friday, June 16, 2023",04:51:42.668 PM CEST,48.1210437,-1.6396358,0,Off,Off,Off,1|1912,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,0,0,--,-73.29,-10.44,27.75,18.53,-73.21,-52.25,--,--,647.36,-73.35,11.40,
11289,11289,11289,11289,"Friday, June 16, 2023",04:51:42.668 PM CEST,48.1210437,-1.6396358,0,Off,Off,Off,1|1912,3530.01,5G NR,80,30.0,3529.92,8,--,1,81,27,0,1,1,--,-81.48,-10.54,19.64,15.92,-81.49,-60.45,--,--,861.42,-81.33,20.69,
11290,11290,11290,11290,"Friday, June 16, 2023",04:51:42.668 PM CEST,48.1210437,-1.6396358,0,Off,Off,Off,1|1912,3530.01,5G NR,80,30.0,3529.92,8,--,2,81,27,0,3,3,--,-84.68,-10.88,16.50,13.46,-84.68,-63.64,--,--,1361.42,-84.33,29.67,
11291,11291,11291,11291,"Friday, June 16, 2023",04:51:42.668 PM CEST,48.1210437,-1.6396358,0,Off,Off,Off,1|1912,3530.01,5G NR,80,30.0,3529.92,8,--,3,81,27,0,2,2,--,-93.94,-11.91,7.77,6.47,-93.78,-72.90,--,--,1147.36,-92.47,59.87,
11292,11292,11292,11292,"Friday, June 16, 2023",04:51:42.668 PM CEST,48.1210437,-1.6396358,0,Off,Off,Off,1|1912,3530.01,5G NR,80,30.0,3529.92,8,--,4,82,27,1,3,3,--,-95.47,-17.81,12.46,5.98,-94.69,-74.43,--,--,1148.21,-87.85,119.09,
11293,11293,11293,11293,"Friday, June 16, 2023",04:51:42.668 PM CEST,48.1210437,-1.6396358,0,Off,Off,Off,1|1912,3530.01,5G NR,80,30.0,3529.92,8,--,5,82,27,1,2,2,--,-100.98,-21.02,8.64,5.63,-101.03,-79.94,--,--,934.15,-90.21,90.65,
11294,11294,11294,11294,"Friday, June 16, 2023",04:51:43.667 PM CEST,48.1210188,-1.6396728,0,Off,Off,Off,1|1913,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,0,0,--,-69.23,-10.61,31.02,18.75,-69.14,-48.19,--,--,647.62,-69.10,10.53,
11295,11295,11295,11295,"Friday, June 16, 2023",04:51:43.667 PM CEST,48.1210188,-1.6396728,0,Off,Off,Off,1|1913,3530.01,5G NR,80,30.0,3529.92,8,--,1,81,27,0,1,1,--,-75.84,-10.54,24.77,17.41,-75.87,-54.80,--,--,861.69,-75.89,13.81,
11296,11296,11296,11296,"Friday, June 16, 2023",04:51:43.667 PM CEST,48.1210188,-1.6396728,0,Off,Off,Off,1|1913,3530.01,5G NR,80,30.0,3529.92,8,--,2,81,27,0,3,3,--,-80.34,-10.79,20.61,13.11,-80.32,-59.30,--,--,1361.69,-80.10,39.75,
11297,11297,11297,11297,"Friday, June 16, 2023",04:51:43.667 PM CEST,48.1210188,-1.6396728,0,Off,Off,Off,1|1913,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,3,3,--,-86.60,-16.71,20.07,8.06,-86.47,-65.56,--,--,1148.49,-80.64,104.79,
11298,11298,11298,11298,"Friday, June 16, 2023",04:51:43.667 PM CEST,48.1210188,-1.6396728,0,Off,Off,Off,1|1913,3530.01,5G NR,80,30.0,3529.92,8,--,4,81,27,0,2,2,--,-88.38,-11.08,13.27,6.64,-88.54,-67.34,--,--,1147.62,-88.02,102.82,
11299,11299,11299,11299,"Friday, June 16, 2023",04:51:43.667 PM CEST,48.1210188,-1.6396728,0,Off,Off,Off,1|1913,3530.01,5G NR,80,30.0,3529.92,8,--,5,82,27,1,2,2,--,-96.42,-20.00,13.24,5.50,-96.04,-75.38,--,--,934.43,-87.18,216.67,
11300,11300,11300,11300,"Friday, June 16, 2023",04:51:44.663 PM CEST,48.1210048,-1.6397152,0,On,Off,Off,1|1914,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,0,0,--,-71.78,-10.62,42.58,18.53,-71.70,-50.74,--,--,647.91,-71.57,10.88,
11301,11301,11301,11301,"Friday, June 16, 2023",04:51:44.663 PM CEST,48.1210048,-1.6397152,0,On,Off,Off,1|1914,3530.01,5G NR,80,30.0,3529.92,8,--,1,81,27,0,1,1,--,-79.80,-10.72,37.38,16.20,-79.78,-58.76,--,--,861.97,-79.56,12.08,
11302,11302,11302,11302,"Friday, June 16, 2023",04:51:44.663 PM CEST,48.1210048,-1.6397152,0,On,Off,Off,1|1914,3530.01,5G NR,80,30.0,3529.92,8,--,2,81,27,0,3,3,--,-84.00,-10.79,34.42,12.36,-83.87,-62.96,--,--,1361.97,-83.73,33.34,
11303,11303,11303,11303,"Friday, June 16, 2023",04:51:44.663 PM CEST,48.1210048,-1.6397152,0,On,Off,Off,1|1914,3530.01,5G NR,80,30.0,3529.92,8,--,3,81,27,0,2,2,--,-93.30,-12.63,26.23,6.03,-93.35,-72.26,--,--,1147.91,-90.98,59.09,
11304,11304,11304,11304,"Friday, June 16, 2023",04:51:44.663 PM CEST,48.1210048,-1.6397152,0,On,Off,Off,1|1914,3530.01,5G NR,80,30.0,3529.92,8,--,4,82,27,1,2,2,--,-96.13,-16.50,21.39,5.01,-96.30,-75.09,--,--,934.69,-90.13,122.07,
11305,11305,11305,11305,"Friday, June 16, 2023",04:51:45.662 PM CEST,48.1209867,-1.6397468,0,Off,Off,Off,1|1915,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,0,0,--,-80.56,-11.20,20.41,12.64,-80.39,-59.52,--,--,648.19,-79.72,22.56,
11306,11306,11306,11306,"Friday, June 16, 2023",04:51:45.662 PM CEST,48.1209867,-1.6397468,0,Off,Off,Off,1|1915,3530.01,5G NR,80,30.0,3529.92,8,--,1,81,27,0,1,1,--,-83.28,-11.18,18.28,12.06,-83.14,-62.24,--,--,862.25,-82.43,24.33,
11307,11307,11307,11307,"Friday, June 16, 2023",04:51:45.662 PM CEST,48.1209867,-1.6397468,0,Off,Off,Off,1|1915,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,3,3,--,-88.85,-13.68,14.57,5.42,-88.50,-67.81,--,--,1149.06,-86.00,288.25,
11308,11308,11308,11308,"Friday, June 16, 2023",04:51:45.662 PM CEST,48.1209867,-1.6397468,0,Off,Off,Off,1|1915,3530.01,5G NR,80,30.0,3529.92,8,--,3,81,27,0,3,3,--,-88.91,-13.75,14.62,5.43,-88.90,-67.87,--,--,1362.25,-85.26,439.01,
11309,11309,11309,11309,"Friday, June 16, 2023",04:51:45.662 PM CEST,48.1209867,-1.6397468,0,Off,Off,Off,1|1915,3530.01,5G NR,80,30.0,3529.92,8,--,4,82,27,1,2,2,--,-92.15,-11.63,10.38,7.06,-92.36,-71.11,--,--,934.99,-91.09,133.53,
11310,11310,11310,11310,"Friday, June 16, 2023",04:51:46.673 PM CEST,48.12096,-1.6397492,0,On,Off,Off,1|1916,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,0,0,--,-79.20,-10.66,37.11,13.24,-79.10,-58.16,--,--,648.47,-78.99,19.29,
11311,11311,11311,11311,"Friday, June 16, 2023",04:51:46.673 PM CEST,48.12096,-1.6397492,0,On,Off,Off,1|1916,3530.01,5G NR,80,30.0,3529.92,8,--,1,81,27,0,1,1,--,-86.91,-10.99,31.08,10.48,-86.91,-65.88,--,--,862.53,-86.45,24.51,
11312,11312,11312,11312,"Friday, June 16, 2023",04:51:46.673 PM CEST,48.12096,-1.6397492,0,On,Off,Off,1|1916,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,3,3,--,-87.08,-11.92,28.40,5.20,-87.04,-66.05,--,--,1149.32,-85.66,121.27,
11313,11313,11313,11313,"Friday, June 16, 2023",04:51:46.673 PM CEST,48.12096,-1.6397492,0,On,Off,Off,1|1916,3530.01,5G NR,80,30.0,3529.92,8,--,3,81,27,0,3,3,--,-91.18,-16.02,32.09,5.12,-91.45,-70.14,--,--,1362.53,-85.65,186.52,
11314,11314,11314,11314,"Friday, June 16, 2023",04:51:46.673 PM CEST,48.12096,-1.6397492,0,On,Off,Off,1|1916,3530.01,5G NR,80,30.0,3529.92,8,--,4,82,27,1,2,2,--,-94.23,-12.33,24.62,6.30,-94.19,-73.19,--,--,935.26,-92.35,103.25,
11315,11315,11315,11315,"Friday, June 16, 2023",04:51:46.673 PM CEST,48.12096,-1.6397492,0,On,Off,Off,1|1916,3530.01,5G NR,80,30.0,3529.92,8,--,5,81,27,0,2,2,--,-99.83,-17.95,25.44,6.31,-99.85,-78.79,--,--,1148.47,-92.31,99.39,
11316,11316,11316,11316,"Friday, June 16, 2023",04:51:47.662 PM CEST,48.1209362,-1.6397497,0,On,Off,Off,1|1917,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,0,0,--,-79.20,-10.66,37.11,13.24,-79.10,-58.16,--,--,648.47,-78.99,19.29,
11317,11317,11317,11317,"Friday, June 16, 2023",04:51:47.662 PM CEST,48.1209362,-1.6397497,0,On,Off,Off,1|1917,3530.01,5G NR,80,30.0,3529.92,8,--,1,81,27,0,1,1,--,-86.91,-10.99,31.08,10.48,-86.91,-65.88,--,--,862.53,-86.45,24.51,
11318,11318,11318,11318,"Friday, June 16, 2023",04:51:47.662 PM CEST,48.1209362,-1.6397497,0,On,Off,Off,1|1917,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,3,3,--,-87.08,-11.92,28.40,5.20,-87.04,-66.05,--,--,1149.32,-85.66,121.27,
11319,11319,11319,11319,"Friday, June 16, 2023",04:51:47.662 PM CEST,48.1209362,-1.6397497,0,On,Off,Off,1|1917,3530.01,5G NR,80,30.0,3529.92,8,--,3,81,27,0,3,3,--,-91.18,-16.02,32.09,5.12,-91.45,-70.14,--,--,1362.53,-85.65,186.52,
11320,11320,11320,11320,"Friday, June 16, 2023",04:51:47.662 PM CEST,48.1209362,-1.6397497,0,On,Off,Off,1|1917,3530.01,5G NR,80,30.0,3529.92,8,--,4,82,27,1,2,2,--,-94.23,-12.33,24.62,6.30,-94.19,-73.19,--,--,935.26,-92.35,103.25,
11321,11321,11321,11321,"Friday, June 16, 2023",04:51:47.662 PM CEST,48.1209362,-1.6397497,0,On,Off,Off,1|1917,3530.01,5G NR,80,30.0,3529.92,8,--,5,81,27,0,2,2,--,-99.83,-17.95,25.44,6.31,-99.85,-78.79,--,--,1148.47,-92.31,99.39,
11322,11322,11322,11322,"Friday, June 16, 2023",04:51:48.691 PM CEST,48.1209138,-1.6397522,0,On,Off,Off,1|1918,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,0,0,--,-79.58,-11.43,38.52,9.11,-79.50,-58.54,--,--,649.06,-78.58,12.30,
11323,11323,11323,11323,"Friday, June 16, 2023",04:51:48.691 PM CEST,48.1209138,-1.6397522,0,On,Off,Off,1|1918,3530.01,5G NR,80,30.0,3529.92,8,--,1,81,27,0,1,1,--,-89.69,-12.68,28.78,10.02,-89.71,-68.65,--,--,863.12,-87.22,25.00,
11324,11324,11324,11324,"Friday, June 16, 2023",04:51:48.691 PM CEST,48.1209138,-1.6397522,0,On,Off,Off,1|1918,3530.01,5G NR,80,30.0,3529.92,8,--,2,81,27,0,3,3,--,-91.23,-12.41,27.88,5.44,-90.99,-70.19,--,--,1363.12,-89.19,141.94,
11325,11325,11325,11325,"Friday, June 16, 2023",04:51:48.691 PM CEST,48.1209138,-1.6397522,0,On,Off,Off,1|1918,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,3,3,--,-93.60,-14.75,27.29,6.98,-93.77,-72.56,--,--,1149.90,-89.24,80.67,
11326,11326,11326,11326,"Friday, June 16, 2023",04:51:48.691 PM CEST,48.1209138,-1.6397522,0,On,Off,Off,1|1918,3530.01,5G NR,80,30.0,3529.92,8,--,4,81,27,0,2,2,--,-99.41,-15.09,21.85,3.03,-98.82,-78.37,--,--,1149.06,-94.68,216.07,
11327,11327,11327,11327,"Friday, June 16, 2023",04:51:48.691 PM CEST,48.1209138,-1.6397522,0,On,Off,Off,1|1918,3530.01,5G NR,80,30.0,3529.92,8,--,5,82,27,1,2,2,--,-103.04,-20.02,23.42,7.18,-103.02,-82.00,--,--,935.84,-93.70,114.48,
11328,11328,11328,11328,"Friday, June 16, 2023",04:51:49.662 PM CEST,48.1208872,-1.6397658,0,On,Off,Off,1|1919,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,0,0,--,-79.58,-11.43,38.52,9.11,-79.50,-58.54,--,--,649.06,-78.58,12.30,
11329,11329,11329,11329,"Friday, June 16, 2023",04:51:49.662 PM CEST,48.1208872,-1.6397658,0,On,Off,Off,1|1919,3530.01,5G NR,80,30.0,3529.92,8,--,1,81,27,0,1,1,--,-89.69,-12.68,28.78,10.02,-89.71,-68.65,--,--,863.12,-87.22,25.00,
11330,11330,11330,11330,"Friday, June 16, 2023",04:51:49.662 PM CEST,48.1208872,-1.6397658,0,On,Off,Off,1|1919,3530.01,5G NR,80,30.0,3529.92,8,--,2,81,27,0,3,3,--,-91.23,-12.41,27.88,5.44,-90.99,-70.19,--,--,1363.12,-89.19,141.94,
11331,11331,11331,11331,"Friday, June 16, 2023",04:51:49.662 PM CEST,48.1208872,-1.6397658,0,On,Off,Off,1|1919,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,3,3,--,-93.60,-14.75,27.29,6.98,-93.77,-72.56,--,--,1149.90,-89.24,80.67,
11332,11332,11332,11332,"Friday, June 16, 2023",04:51:49.662 PM CEST,48.1208872,-1.6397658,0,On,Off,Off,1|1919,3530.01,5G NR,80,30.0,3529.92,8,--,4,81,27,0,2,2,--,-99.41,-15.09,21.85,3.03,-98.82,-78.37,--,--,1149.06,-94.68,216.07,
11333,11333,11333,11333,"Friday, June 16, 2023",04:51:49.662 PM CEST,48.1208872,-1.6397658,0,On,Off,Off,1|1919,3530.01,5G NR,80,30.0,3529.92,8,--,5,82,27,1,2,2,--,-103.04,-20.02,23.42,7.18,-103.02,-82.00,--,--,935.84,-93.70,114.48,
11334,11334,11334,11334,"Friday, June 16, 2023",04:51:50.663 PM CEST,48.1208632,-1.6397912,0,On,Off,Off,1|1920,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,0,0,--,-78.03,-10.80,38.56,11.11,-77.98,-56.99,--,--,649.34,-77.66,11.40,
11335,11335,11335,11335,"Friday, June 16, 2023",04:51:50.663 PM CEST,48.1208632,-1.6397912,0,On,Off,Off,1|1920,3530.01,5G NR,80,30.0,3529.92,8,--,1,81,27,0,1,1,--,-86.97,-11.74,30.72,8.28,-87.01,-65.93,--,--,863.40,-85.67,28.49,
11336,11336,11336,11336,"Friday, June 16, 2023",04:51:50.663 PM CEST,48.1208632,-1.6397912,0,On,Off,Off,1|1920,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,3,3,--,-88.19,-11.55,29.75,6.92,-88.21,-67.15,--,--,1150.23,-87.65,83.23,
